Name,Price,Rating
"Dell Alienware x15 R1 Gaming Laptop, Intel Core i7-11800H Processor/ 16GB/ 1TB SSD/Win 11 + MSO'21/ NVIDIA RTX 3060 6GB/ 15.6"" (39.62cm) FHD 300 nits 360Hz + Alien FX/Lunar Light/ 2.27kg","₹2,46,990",N/A
"Stealth 14 AI Studio, Intel Core Ultra 7 155H, Built-in AI,36CM 2.8K OLED 120Hz Gaming Laptop(32GB/1TB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 4070, GDDR6 8GB /Star Blue/1.7Kg), A1VGG-054IN","₹1,36,229",2.3
"HP Pavilion Plus, Intel Core i5-1335U-13th Gen Laptop, (16GB LPDDR5x,512GB SSD),IPS, 300 nits, 14''(35.6cm) 2K,Win 11, M365 Basic(1yr), Office Home 24, Silver,1.38kg, 5MP Camera w/Shutter, ew0107TU","₹65,990",4.0
"Sword 16 HX, Intel 14th Gen. i7-14700HX, 41CM 16:10 FHD+ 144Hz Gaming Laptop(16GB/1TB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 4050, GDDR6 6GB /Cosmos Gray/2.3Kg), 14VEKG-210IN","₹99,990",3.2
"Lenovo IdeaPad Slim 5, AMD Ryzen AI 7 350, 24GB RAM, 1TB SSD, WUXGA OLED 14""(35.5cm), Win11, Office Home'24, Grey, 1.4Kg, 83HX001NIN, Copilot+ PC, Backlit Keyboard, 1Yr ADP Free AI Powered Laptop","₹79,990",3.7
"Lenovo V15 12th Gen Intel Core i5-1235U 15.6"" FHD Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/MS Office Home & Student 2021/Iron Grey/1.70 kg), 82TTA07QIH","₹40,890",4.0
"ASUS Zenbook 14, Intel Core Ultra 5 Series 2, 16GB RAM, 1TB SSD, 3K OLED 14"", Touchscreen, Win 11, Office Home 2024, Ponder Blue, 1.28kg, UX3405CA-PZ162WS, Intel Arc iGPU, M365 Basic (1Year)* Laptop","₹92,990",4.0
"HP 14, 13th Gen Intel Core i5-1334U Laptop (16GB DDR4,512GB SSD) Anti-Glare, Micro-Edge, 14/35.6cm, FHD, Win11, M365 Basic(1yr),Office Home24, Silver,1.4kg, FHD Camera w/Privacy Shutter,ep0340TU","₹54,499",N/A
"Dell 15 Laptop DC15250-15.6-inch FHD (1920x1080) 120Hz Display, Intel Core i5-1334U Processor, 16GB DDR4 RAM, 512GB SSD, Intel UHD Graphics, Windows 11 Home, Onsite Service - Platinum Silver","₹52,850",4.4
"Lenovo LOQ 2024 12Th Gen Intel Core I5-12450HX | NVIDIA RTX 3050 6GB (16GB RAM/512GB SSD/15.6"" (39.6Cm)/Windows 11/Office Home 2024/100% Srgb/3 Mon. Game Pass/Grey/2.4Kg), 83GS00LNIN Gaming Laptop","₹68,490",3.7
"acer Aspire Go 14, Intel Core Ultra 5 125H (14th Gen),16GB DDR5 RAM/1TB SSD, WUXGA IPS, 14.0""/35.56 cm, Win 11, MS Office, Steel Gray, 1.5 kg, AG14-71M,Backlit Keyboard, AI Powered Premium Laptop","₹56,990",3.5
"ASUS Gaming V16 (2025), 14th Gen,Intel Core 7 240H Gaming Laptop(RTX 5050-8GB/16GB RAM/512GB SSD/FHD+/16""/144Hz/Backlit Keyboard/Windows 11/M365*/Office Home 2024/Matte Black/1.95 Kg) V3607VH-RP038WS","₹99,990",N/A
"ASUS TUF A16 (2025), AMD Ryzen 7 7445HS, Gaming Laptop (RTX 4050-6GB/140W TGP/32GB RAM/1TB SSD/FHD+/16""/56Whrs/Windows 11/M365 Basic (1Year)*/Office Home 2024/Mecha Gray/2.2Kg) FA607NUG-RL191WS","₹97,990",4.1
"Lenovo IdeaPad Slim 5 Intel Core Ultra 7 155H Built-in AI 16"" (40.64cm) WUXGA-IPS 300Nits Thin & Light Laptop (16GB/1TB SSD/Win 11/100% sRGB/MSO/1Yr ADP Free/3 Month Game Pass/Grey/1.8Kg), 83DC008VIN","₹86,990",4.0
"Dell New Inspiron 13 Laptop with AI Enabled Intel Core Ultra 7 155H Processor, 16GB LPDDR5X, 1TB SSD, 13.3"" (33.78cm) QHD+ 300nits, Backlit KB + FPR, Win 11+MSO'24, 15 Month McAfee, Silver, 1.24kg","₹1,01,490",3.0
"Dell Inspiron 5440, Intel Core i5-1334U, 13th Gen, 16GB DDR5, 1TB SSD, FHD+AG NonTouch WVA, 14""/35.56cm, Windows 11, MS Office 21, Ice Blue, 1.54KG, Backlit KB + FPR, 250 nits, McAfee 15 Month Laptop","₹71,700",4.0
"HP OmniBook 5 OLED (Previously Pavilion), Snapdragon X Processor (16GB LPDDR5x, 512GB SSD) 2K, 14''/35.6cm, Win11, M365 Basic(1yr)* Office24, Silver, 1.35kg, he0014QU, Light-Weight, Next-Gen AI Laptop","₹66,990",4.0
"Lenovo Yoga Slim 9 Intel Evo Core Ultra 7 258V Touchscreen Laptop (32GB RAM/1TB SSD/14 (35.5cm)/4K WQUXGA OLED/AI PC AI Now/Copilot+ PC/Windows 11/Office 2024/1Yr ADP/Teal/1.2Kg), 83CX002LIN","₹1,99,990",5.0
"ASUS Vivobook 16,Intel Core Ultra 5 (Series 2),Thin & Light(Intel iGPU/16GB RAM/512GB SSD/FHD+/16""/60Hz/Backlit Keyboard/Windows 11/M365 Basic (1Year)*/Office Home 2024/Blue/1.88 kg) X1607CA-MB139WS","₹65,990",4.4
"HP Victus, Intel Core i7, 13th Gen-13620H, 6 GB RTX 3050 Gaming Laptop, (16GB DDR4, 512GB SSD) 144Hz,300 nits, IPS, 15.6inch(39.6cm) Win 11, M365* Office24, Blue,2.29kg, Backlit,fa2077tx","₹79,990",5.0
"Lenovo Yoga 9 2-in-1 Aura Edition Intel Core Ultra 7 258V (32GB RAM/1TB SSD/14 (35.5cm)/4K WQUXGA OLED/47 Tops NPU/Copilot+PC/Windows 11/Office Home 2024+AI Now/Yoga Pen/Blue/1.3Kg), 83LC001FIN","₹1,97,504",5.0
"HP 14, 13th Gen Intel Core i5-1335U, 16GB DDR4, 512GB SSD, (Win 11, Office 21, Silver, 1.4kg), Anti-Glare, IPS, 14-inch(35.6cm) FHD Laptop, Intel Iris Xe Graphics, FHD Camera, Backlit KB, gr0001TU","₹54,390",4.0
"HP Smartchoice OmniBook 5 (Previously Pavilion) 50 TOPS, AMD Ryzen AI 7 350 (16GB LPDDR5X, 512GB SSD) WUXGA 2K, Touch, 16''/40.6cm, Win11,Office24, Silver, 1.8kg, ag1048au, Next-Gen AI Copilot+ Laptop","₹78,490",4.2
"Lenovo LOQ, AMD Ryzen 5 7235HS, NVIDIA RTX 3050 6GB, 12GB RAM, 512GB SSD, 15.6""(39.6cm), 144Hz, Windows 11, Office Home 2024, Grey, 2.4Kg, 83JC00EEIN, 3 Mon. Game Pass Gaming Laptop","₹62,490",4.3
"ASUS Gaming V16 (2025), 14th Gen,Intel Core 7 240H Gaming Laptop(RTX 5050-8GB/16GB RAM/512GB SSD/FHD+/16""/144Hz/Backlit Keyboard/Windows 11/M365*/Office Home 2024/Matte Black/1.95 Kg) V3607VH-RP038WS","₹99,990",N/A
"Lenovo LOQ 2024 12Th Gen Intel Core I5-12450HX | NVIDIA RTX 3050 6GB (16GB RAM/512GB SSD/15.6"" (39.6Cm)/Windows 11/Office Home 2024/100% Srgb/3 Mon. Game Pass/Grey/2.4Kg), 83GS00LNIN Gaming Laptop","₹68,490",3.7
"acer Aspire Go 14, Intel Core Ultra 5 125H (14th Gen),16GB DDR5 RAM/1TB SSD, WUXGA IPS, 14.0""/35.56 cm, Win 11, MS Office, Steel Gray, 1.5 kg, AG14-71M,Backlit Keyboard, AI Powered Premium Laptop","₹56,990",3.5
"Lenovo LOQ, Intel Core i7 14th Gen 14700HX, NVIDIA RTX 5050 8GB, 16GB RAM, 1TB SSD, 15.6""(39.6cm), 144Hz, Windows 11, Office 2024, Grey, 2.4Kg, 83JE00U6IN, 440 AI Tops, 3 Mon. Game Pass Gaming Laptop","₹1,22,490",4.6
"Lenovo LOQ, Intel Core i7 13th Gen 13700HX, NVIDIA RTX 5060 8GB, 16GB RAM, 1TB SSD, 15.6""(39.6cm), 144Hz, Windows 11, Office 2024, Grey, 2.4Kg, 83JE00U4IN, 572 AI Tops, 3 Mon. Game Pass Gaming Laptop","₹1,22,490",4.6
"ASUS TUF Gaming F15 13th Gen, Intel Core i7-13620H Gaming Laptop(NVIDIA RTX 4050-6GB/140W RGP/16GB RAM/512GB SSD/FHD/15.6""/144Hz/RGB KB/90WHr/Windows 11/Office 2021/Mecha Gray/2.20 Kg) FX507VU-LP210WS","₹92,990",3.8
"MSI Thin 15, Intel 13th Gen. i5-13420H, 40CM FHD 144Hz Gaming Laptop (16GB/512GB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 3050, GDDR6 4GB/Cosmos Gray/1.86Kg) B13UC-125IN","₹68,990",4.3
"ASUS Vivobook 16,Intel Core Ultra 5 (Series 2),Thin & Light(Intel iGPU/16GB RAM/512GB SSD/FHD+/16""/60Hz/Backlit Keyboard/Windows 11/M365 Basic (1Year)*/Office Home 2024/Blue/1.88 kg) X1607CA-MB139WS","₹65,990",4.4
"ASUS Vivobook 16X 12th Gen,Intel Core i7-12700H Fingerprint Creator/Gaming Laptop(NVIDIA RTX 3050-4GB/16GB RAM/512GB SSD/FHD+/16.0""/144Hz/Windows 11/Office 2021/Cool Silver/1.67 kg) K3605ZC-RP628WS","₹65,990",2.5
"Lenovo IdeaPad Slim 3 13th Gen Intel Core i5-13420H 14 inch (36.8cm) WUXGA IPS Laptop (16GB RAM/512GB SSD/Windows 11/Office Home 2024/Backlit Keyboard/1Yr ADP Free/Grey/1.4Kg), 83K00034IN",N/A,4.0
OneAssist 2 Years Total Protection Plan for Laptop Between INR 60001-70000 (E-Mail Delivery Only),"₹3,299",3.3
HP F6V97AA#ACJ External USB DVD-RW Drive,"₹2,499",4.3
"Microsoft New Surface Pro (11Th Edition) - Windows 11 Home Copilot + Pc - 13"" LCD Pixelsense Touchscreen - Qualcomm Snapdragon X Plus (10 Core,Wi-Fi) - 16Gb Ram - 256Gb Ssd - Platinum - ZHX-00014","₹1,04,990",4.3
"ASUS TUF Gaming F16,Smartchoice,Intel Core 5 Processor 210H,14th Gen Gaming Laptop(RTX 4050-6GB/140WTGP/16GB/512GB/FHD+/16""/144Hz/Win 11/M365 Basic(1Year)*/Office-24/Mecha Gray/2.20 Kg)FX677VU-RL055WS","₹83,990",3.5
"Acko 2 Year Extended Warranty Plan for Laptop Between INR 60,001-100,000 (Email delivery)","₹4,599",3.1
OneAssist 2 Years Total Protection Plan for Laptop Between INR 40001-50000 (E-Mail Delivery Only),"₹2,299",3.6
"Acko 1 Year Extended Warranty for Laptops from Rs 40,000 to Rs 60,000 (E-mail delivery)","₹1,749",3.5
"Acko 1 Year Extended Warranty for Laptops from Rs 60,000 to Rs 1,00,000 (E-mail delivery)","₹2,399",3.7
"Acko 1 Year Extended Warranty for Laptops Below from 20,000 to 30,000 (Email delivery)",₹749,3.6
OneAssist 2 Years Total Protection Plan for Laptop Between INR 100001-120000 (E-Mail Delivery Only),"₹5,599",3.1
OneAssist 2 Years Total Protection Plan for Laptop Between INR 70001-80000 (E-Mail Delivery Only),"₹3,799",3.2
"Lenovo 2years Extended Warranty with Onsite Service (for Entry Laptops) - Email Delivery, No Physical Kit","₹3,855",3.9
"Acko 1 Year Extended Warranty for Laptops from Rs 30,000 to Rs 40,000 (E-mail delivery)","₹1,249",3.5
OneAssist 2 Years Total Protection Plan for Laptop Between INR 25001-30000 (E-Mail Delivery Only),"₹1,399",3.5
"Dell 2years Extended Warranty for INSPIRON 7000 & 2-in-1 / G-Series for Laptops (Email Delivery, No Physical Kit)","₹5,499",3.4
OneAssist 2 Years Total Protection Plan for Laptop Upto INR 20000 (E-Mail Delivery Only),₹849,3.9
"Acko 2 Year Extended Warranty Plan for Laptop Between INR 20,001-30,000 (Email delivery)","₹1,449",3.5
OneAssist 1 Year Total Protection Plan for Accidental and Liquid Damage of Laptop Between INR 50001-60000 (E-Mail Delivery Only),"₹1,999",4.2
"AXL VayuBook Laptop 14.1 Inch FHD IPS Display (4GB Ram,128GB SSD) 1920 * 1080 Resolution | HD Gemini Lake N4020 | Windows 11 Home | UHD Graphics 600 (Cloud Silver)","₹11,990",3.3
"HP 15, 12th Gen Intel Core i3-1215U Laptop (8GB RAM, 512GB SSD) 15.6""/39.62cm, FHD, Win 11, MS Office 2021, Silver, 1.59Kg, Dual Speakers, FD0061TU",N/A,3.5
"Alienware New 16 Area-51 Gaming Laptop, AI Enabled Core Ultra 9 275HX Processor, 64GB DDR5, 2TB SSD, RTX 5090, 24 GB GDDR7 Graphics, 16.0"" WQXGA 240Hz 500 nits Display, Liquid Teal Color, 3.4kg","₹4,84,990",5.0
"Lenovo IdeaPad Flex 5 AMD Ryzen 5 5625U (16GB RAM/512GB SSD/14 (35.5cm)/WUXGA IPS/Windows 11/Office Home 2024/Lenovo Digital Pen/1Yr ADP/Grey/1.5Kg), 82XX00G4IN Convertible Laptop","₹57,990",4.2
"Lenovo V15 AMD Ryzen 3 7320U 15.6"" (39.62cm) FHD 250 Nits Antiglare Thin and Light Laptop (8GB/512GB SSD/Windows 11 Home/Arctic Grey/1.65 Kg), 82YU00W7IN","₹27,900",3.9
"Lenovo IdeaPad Slim 3 Intel Core i3-1115G4 11th Gen 15.6"" (39.62cm) FHD Laptop (8GB/256GB SSD/Win 11/Office 2021/3 Month Game Pass/Arctic Grey/1.65Kg), 82H803TXIN","₹36,990",4.2
"Samsung Galaxy Book4 | Intel Core 5 120U (14th Gen) |16GB RAM | 512GB SSD | Windows 11 Pro | Fingerprint Reader | Intel Iris XE Graphics | RJ45 |15.6""/39.6 cm Full HD |1.53KG | Silver- NP754XGK-LS2IN","₹52,890",N/A
"ASUS Zenbook 14, Smartchoice,AMD Ryzen AI 5 340, AI PC(AMD Radeon Graphics/16GB RAM/512GB SSD/3K OLED/14/120Hz/Windows 11/M365 Basic (1Year)*/Office Home 2024/Jade Black/1.2 Kg) UM3406KA-PP240WS","₹87,990",4.1
"HP Victus, 13th Gen Intel Core i5-13420H, RTX 2050, Upgrade(Upto 32GB) 16GB DDR4, 512GB SSD, FHD, 144Hz, IPS, 300 nits, 15.6''/39.6cm, Win11, M365* Office24, Mica Silver, 2.3kg, fa2703tx Gaming Laptop","₹60,900",3.7
"ASUS Vivobook S14, Intel Core Ultra 7 255H, 16GB RAM, 512GB SSD, FHD+ 14"", Windows 11,Office Home 2024 M365 Basic (1Year)*, Cool Silver, 1.4Kg, S3407CA-LY084WS, Intel Arc iGPU, Metallic Design Laptop","₹79,990",4.4
"Acer Aspire 3 Intel Core i3-1215U Processor Laptop with 35.56 cm (14"") Full HD LED-Backlit IPS Display (16 GB RAM/512 GB SSD/WiFi 6/Intel Graphics/Win11 Home/65W) A324-51, Steel Gray, 1.45KG","₹29,990",4.0
"HP 14 AI, Intel Core Ultra 7 155H (16GB DDR5, 512GB SSD) FHD, Anti-Glare, 14""/35.6cm, Win11, Office21, Silver, 1.4kg, gr1023TU, Intel Arc Graphics, FHD Camera w/Shutter, Backlit Kb AI Powered Laptop","₹80,350",3.2
"HP 15, 13th Gen Intel Core i3-1315U Laptop (8GB DDR4,512GB SSD) Anti-Glare, Micro-Edge,15.6' FHD, Win11,MS Office Home21, Silver,1.59kg, FHD Camera w/Privacy Shutter, fd0569TU","₹33,880",3.9
"ASUS Gaming V16 (2025), 14th Gen,Intel Core 7 240H Gaming Laptop(RTX 5050-8GB/16GB RAM/512GB SSD/FHD+/16""/144Hz/Backlit Keyboard/Windows 11/M365*/Office Home 2024/Matte Black/1.95 Kg) V3607VH-RP038WS","₹99,990",N/A
"Alienware 16 Aurora, Intel Core 7-240H, NVIDIA RTX 5060-8GB GDDR7, 16GB DDR5 RAM, 1TB SSD, WQXGA 16""/40.64 cm, 2560x1600, Windows 11, Interstellar Indigo, 2.57 Kg, Cryo Chamber Cooling Gaming Laptop","₹1,31,990",3.6
"Stealth 14 AI Studio, Intel Core Ultra 7 155H, Built-in AI,36CM 2.8K OLED 120Hz Gaming Laptop(32GB/1TB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 4070, GDDR6 8GB /Star Blue/1.7Kg), A1VGG-054IN","₹1,36,229",2.3
"JioBook 11 with Lifetime Office | Android 4G Laptop Mediatek 8788 (JioOS) | Octa-core | 4GB RAM | 64 eMMC Storage | Thin and Light Laptop (11.6 inch, 990 Grams) | Dual Band WiFi + SIM | Blue","₹10,990",3.0
"Lenovo 14 (2025), Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Home) Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.4 kg/MS Office 2021","₹33,990",N/A
"Lenovo IdeaPad Slim 3, AMD Ryzen 5 5625U, 16GB RAM, 512GB SSD, FHD 15.6""(39.6cm), Windows 11, Office Home 2024, Grey, 1.6Kg, 82XM00QDIN, Integrated AMD Radeon Graphics, Thin and Light Laptop","₹38,000",3.8
"Samsung Galaxy Book4 (Gray, 16GB RAM, 512GB SSD) | 15.6"" Full HD Screen | Intel Core i5 1335U Processor | Windows 11 Home | MS Office 2021 | Fingerprint Reader | Intel Iris XE Graphics | RJ45 LAN Port","₹49,500",4.0
"ASUS TUF F16,14th Gen,Intel Core i7 14650HX,Gaming Laptop(RTX 5070-8GB/115W TGP/32GB/1TB /2.5K QHD+/16""/165Hz/90WHrs/Windows 11/M365 Basic (1Year)*/Office Home 2024/Jaeger Gray/2.2 Kg)FX688JPR-QT043WS","₹1,79,990",4.3
"ASUS Vivobook 16X, 16"" FHD+ (1920 x 1200), Intel Core i5-13420H, (16GB RAM/512GB SSD/RTX 3050/Windows 11/M365 Basic (1Year)*/Office Home 2024/Cool Silver/1.80 kg), K3605VC-RP413WS","₹58,990",3.5
"ASUS Vivobook Go 15, AMD Ryzen 5 7520U Thin & Light Laptop(AMD Radeon iGPU/16GB RAM/512GB SSD/FHD/15.6""/60Hz/Windows 11/M365 Basic (1Year)*/Office Home 2024/Cool Silver/1.63 Kg) E1504FA-NJ5541WS","₹37,990",4.0
"Lenovo V15 Thin & Light Laptop, 15.6"" FHD Display, Intel Core i5 12th Gen (1235U), 16GB DDR4 RAM, 512GB SSD, Webcam, HDMI, Wi-Fi-6, Windows 11, Intel Iris Xe Graphics, Black,1 Year Brand Warranty","₹42,900",3.7
"Lenovo V15 Intel Celeron N4500 15.6"" (39.62 cm) FHD (1920x1080) Antiglare 250 Nits Thin and Light Laptop (8GB RAM/256GB SSD/Windows 11 Home/Black/1Y Onsite/1.7 kg), 82QYA00MIN","₹23,999",3.8
"HP Laptop 14, AMD Ryzen 5 7520U, 14-inch (35.6 cm), FHD, 8GB LPDDR5, 512GB SSD, AMD Radeon Graphics, FHD Camera w/Privacy Shutter, Backlit KB (Win 11, MSO 2021, Silver, 1.4 kg), em0026AU","₹34,980",3.7
"HP 14 (2025), AMD Ryzen 5 7520U Quad Core - (8 GB/512 GB SSD/AMD Radeon Graphics/Windows 11 Home) Thin and Light Business Laptop/14.0"" HD Display/Ash Grey/1.36 kg/MS Office 2021","₹28,990",4.0
"Acer Aspire 3, 13th Gen, Intel Core i3-1305U, 8GB RAM, 512GB SSD, Full HD 14""/35.56cm, Windows 11 Home, Steel Gray, 1.45KG, A324-53, WiFi 6, Intel Graphics, 65W Battery Laptop","₹28,990",3.7
"HP Professional 14 (2025), Intel Core i5 13th Gen 1334U - (32 GB/512 GB SSD/Intel Iris Xe Graphic/Windows 11 Pro) Thin and Light Business Laptop/14.0"" FHD/Backlit + Fingerprint/Silver/1.4 Kg/MSO 2021","₹55,990",5.0
"HP Professional 15, 13th Gen Intel Core i5-1334U Turbo Boost, 32GB DDR4, 512 GB SSD, (Win 11 Pro, MSO 21Pro, Silver Gray,1.59kg), 15.6 inch FHD, UHD Graphics, Laptop, Finger Print, Backlit KB, 250 G10","₹53,260",2.6
"Dell 2years Extended Warranty for INSPIRON 7000 & 2-in-1 / G-Series for Laptops (Email Delivery, No Physical Kit)","₹5,499",3.4
"ASUS Vivobook Go 15 (2025), AMD Ryzen 5 7520U Thin & Light Laptop(AMD Radeon iGPU/16GB RAM/512GB SSD/FHD/15.6""/60Hz/Windows 11/M365 Basic (1Year)*/Office Home 2024/Mixed Black/1.63Kg)E1504FA-NJ1505WS","₹37,499",2.8
"HP 15, 12th Gen Intel Core i3-1215U Laptop (8GB RAM, 512GB SSD) 15.6""/39.62cm, FHD, Win 11, MS Office 2021, Silver, 1.59Kg, Dual Speakers, FD0061TU",N/A,3.5
"Alienware New 16 Area-51 Gaming Laptop, AI Enabled Core Ultra 9 275HX Processor, 64GB DDR5, 2TB SSD, RTX 5090, 24 GB GDDR7 Graphics, 16.0"" WQXGA 240Hz 500 nits Display, Liquid Teal Color, 3.4kg","₹4,84,990",5.0
"Lenovo ThinkBook 14 Intel Core 5 210H 14th Gen(16GB/1TB SSD/Win11 Home/Fingerprint Reader) 14"" WUXGA IPS 300 Nits Antiglare Thin & Light Laptop/Aluminium Top/Arctic Grey/1Y Warranty/1.36Kg,21SGA02XIG","₹64,990",N/A
"HP 15 (2025), AMD Ryzen 3 7320U Quad Core - (16 GB/512 GB SSD/AMD Radeon Graphics/Windows 11 Pro) Thin and Light Business Laptop/15.6"" FHD Display/Turbo Silver/1.5 kg/MS Office 2021","₹29,860",3.5
"HP Pavilion, Intel Core Ultra 5-125U Ai Powered Laptop (16GB RAM, 512GB SSD) IPS, 2K, WUXGA, Anti-Glare, 16""/40cm, Win 11, Office 2021, Silver, 1.77Kg, Intel Graphics, FHD Camera, af0015TU","₹68,990",3.4
"Acer Predator Helios 16 Gaming Laptop 14th Gen Intel Core i9 Processor (Windows 11 Home/16 GB/1 TB SSD/NVIDIA GeForce RTX 4070) PH16-72 with 40.64 cm (16"") WQXGA Display","₹1,64,990",3.9
"Lenovo V15 AMD Ryzen 7 7730U 15.6"" (39.62cm) FHD 250 Nits Antiglare Thin and Light Laptop (16GB/512GB SSD/Windows 11/Iron Grey/1.65 Kg) Grey","₹42,490",4.1
OneAssist 2 Years Total Protection Plan for Laptop Between INR 20001-25000 (E-Mail Delivery Only),"₹1,149",3.2
"(Refurbished) Lenovo IdeaPad 3 12th Gen Intel Core i3-1215U 14 Inch (35.5cm) FHD Thin & Light Laptop (8GB/512GB SSD/Win 11/Office 2021/1Yr ADP Free/3months Game Pass/Arctic Grey/1.43Kg), 82RJ00FUIN","₹25,916",3.9
"Dell Inspiron 3530 Laptop, 13th Generation Intel Core i7-1355U Processor, 16GB, 512GB, 15.6"" (39.62cm) FHD 120Hz Display, Backlit KB, Windows 11 + MSO'21, 15 Month McAfee, Silver, Thin & Light-1.62kg","₹65,990",4.0
"HP OmniBook 5 OLED (Previously Pavilion), Snapdragon X Processor (16GB LPDDR5x, 512GB SSD) 2K, 14''/35.6cm, Win11, M365 Basic(1yr)* Office24, Silver, 1.35kg, he0014QU, Light-Weight, Next-Gen AI Laptop","₹66,990",4.0
"Lenovo IdeaPad Slim 3 14th Gen Intel Core 5 15.6 inch (39.6cm) FHD IPS Laptop (16GB RAM/512GB SSD/Windows 11/MS Office 2021/Backlit Keyboard/1Yr ADP Free/3 Mon. Game Pass/Grey/1.6Kg), 83E6001UIN","₹50,990",3.9
Dell Latitude Intel 3450 Core i5-13th Gen / 16GB RAM / 512GB SSD / 3 Year Warranty/Windows 11 Pro / 14inch Screen with Backpack,"₹61,250",3.0
"DELL Renewed Intel Core i3 11th Gen 1305U - (8 GB/256 GB SSD/Intel UHD Graphics/Windows 11 Pro) Thin and Light Business Laptop/14.0"" FHD+ IPS Display/Ice Blue/1.4 kg/MSO 2021/1 Year ADP Warranty.","₹34,150",3.2
"Lenovo 15 (2025), AMD Ryzen 5 7520U Quad Core - (16 GB/512 GB SSD/AMD Radeon 610M Graphics/Windows 11 Home) Thin and Light Business Laptop/15.6"" FHD Display/Arctic Grey/1.6 kg/MS Office 2021","₹34,990",4.4
"DELL 14 (2025) Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Intel Graphics/Windows 11 Pro) Thin and Light Business Laptop/14.1"" FHD Display/Grey/1.5 kg/MS Office 2021/3 Years ADP Warranty","₹59,000",5.0
"HP 245 Notebook, AMD Ryzen 5 7520U, 8GB DDR4, 512GB SSD, 14-inch(35.6cm),Anti-Glare, HD Laptop, AMD Radeon Graphics, (DOS, Silver,1.36kg) G10","₹27,990",N/A
"ASUS Gaming V16, Intel Core 7 240H Gaming Laptop(RTX 5060-8GB/16GB RAM/512GB SSD/FHD+/16""/144Hz/Backlit Keyboard/Windows 11/M365 Basic (1Year)*/Office Home 2024/Matte Black/1.95 Kg) V3607VM-RP057WS","₹1,09,990",2.0
"Lenovo IdeaPad Slim 3 Intel Core i3-1115G4 11th Gen 15.6"" (39.62cm) FHD Laptop (8GB/256GB SSD/Win 11/Office 2021/3 Month Game Pass/Arctic Grey/1.65Kg), 82H803TXIN","₹36,990",4.2
"HP Laptop 250R G9 (2024), Intel Core i3 13th Gen 1315U - (8GB/512GB SSD/Intel UHD Graphics/DOS) Thin and Light Business Laptop/15.6"" (39.62cm)/Ash Grey/1.57 kg","₹32,600",4.0
"Apple 2025 MacBook Air (13-inch, Apple M4 chip with 10-core CPU and 8-core GPU, 16GB Unified Memory, 256GB) - Sky Blue","₹96,990",4.6
"Apple 2024 MacBook Air 15″ Laptop with M3 chip: 38.91 cm (15.3″) Liquid Retina Display, 24GB Unified Memory, 512GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera, Touch ID- Space Grey","₹1,67,990",5.0
"Lenovo V15 12th Gen Intel Core i5-1235U 15.6"" FHD Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/MS Office Home & Student 2021/Iron Grey/1.70 kg), 82TTA07QIH","₹40,890",4.0
"HP Laptop 15, Enhanced by AI, AMD Ryzen 5 7535HS, 15.6-inch (39.6cm), FHD, 8GB DDR5, 512GB SSD, AMD Radeon Graphics, 1080p FHD Camera w/Privacy Shutter, Backlit KB (Win 11, Silver, 1.59kg), fc1004AU","₹39,900",3.8
"2022 Apple MacBook Air Laptop with M2 chip: 13.6-inch Liquid Retina Display, 16GB RAM, 256GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera. Works with iPhone and iPad; Silver","₹94,990",5.0
"Lenovo IdeaPad 1 AMD Ryzen 5 5500U 15.6"" HD Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/Office Home 2024/1 Year ADP Free/Grey/1.6Kg), 82R4011MIN","₹32,890",4.0
"Apple 2024 MacBook Air 15″ Laptop with M3 chip: 38.91 cm (15.3″) Liquid Retina Display, 16GB Unified Memory, 512GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera, Touch ID- Space Grey","₹1,44,990",4.6
"Apple 2025 MacBook Air (15-inch, Apple M4 chip with 10-core CPU and 10-core GPU, 16GB Unified Memory, 256GB) - Sky Blue","₹1,20,990",4.6
"Redmi 13 5G Prime Edition, Black Diamond, 8GB+128GB | India Debut SD 4 Gen 2 AE | 108MP Pro Grade Camera | 6.79in Largest Display in Segment","₹10,999",4.1
"iQOO Z10 Lite 5G (Titanium Blue, 8GB RAM, 256GB Storage) | 6000 mAh Battery | Dimensity 6300 5G Processor with 433K+* AnTuTu Score | IP64 Rated & Military Grade Shock-Resistance*","₹12,998",4.0
"realme NARZO 80 Lite 4G (Beach Gold, 6GB+128GB) | 6300mAh Segment's Biggest Battery | 7.94mm Slim Design | 300% Ultra Volume | Pulse Light: 9 Colors, 5 Glow Modes | Ai Assist","₹7,198",4.2
