Title,Author,Subjects,PublishYear,Link
Evangeline,Henry Wadsworth Longfellow,N/A,1847,https://openlibrary.org/works/OL495761W
"The Stars, Like Dust",Isaac Asimov,N/A,1951,https://openlibrary.org/works/OL46399W
If There Be Thorns,V. C. Andrews,N/A,1981,https://openlibrary.org/works/OL134891W
The Watsons go to Birmingham--1963,"Christopher Paul Curtis, Reginald André Jackson, Eida de la Vega",N/A,1963,https://openlibrary.org/works/OL115601W
L'Éducation sentimentale,Gustave Flaubert,N/A,1898,https://openlibrary.org/works/OL893802W
The Amazing Maurice and His Educated Rodents,"Terry Pratchett, Javier Calvo Perales",N/A,2001,https://openlibrary.org/works/OL453885W
The discovery of India,Jawaharlal Nehru,N/A,1946,https://openlibrary.org/works/OL296039W
The Kitchen God's Wife,Amy Tan,N/A,1991,https://openlibrary.org/works/OL15821869W
Cosmos,Carl Sagan,N/A,1980,https://openlibrary.org/works/OL15829966W
The Five Love Languages,Gary D. Chapman,N/A,1992,https://openlibrary.org/works/OL1680319W
Corduroy,Don Freeman,N/A,1968,https://openlibrary.org/works/OL4114525W
Osudy dobrého vojáka Švejka za světové války,Jaroslav Hašek,N/A,1926,https://openlibrary.org/works/OL835204W
"The art of cookery, made plain and easy",Hannah Glasse,N/A,1747,https://openlibrary.org/works/OL1646026W
A Case of Need,Michael Crichton,N/A,1968,https://openlibrary.org/works/OL46903W
Gedichte,Johann Wolfgang von Goethe,N/A,1700,https://openlibrary.org/works/OL15369501W
Ringworld,Larry Niven,N/A,1970,https://openlibrary.org/works/OL510405W
Cymbeline,William Shakespeare,N/A,1734,https://openlibrary.org/works/OL258656W
A People's History of the United States,"Howard Zinn, Howard Zinn",N/A,1980,https://openlibrary.org/works/OL50283W
The Rise and Fall of the Third Reich,William L. Shirer,N/A,1901,https://openlibrary.org/works/OL47181W
Rubaiyat of Omar Khayyam,Omar Khayyam,N/A,1859,https://openlibrary.org/works/OL998027W
Struwwelpeter,Heinrich Hoffmann,N/A,1865,https://openlibrary.org/works/OL1115809W
A View from the Bridge,Arthur Miller,N/A,1955,https://openlibrary.org/works/OL66345W
The Economic Consequences of the Peace (Twentieth-Century Classics),"John Maynard Keynes, Jens Hölscher, Matthias Klaes, Anonymous",N/A,1919,https://openlibrary.org/works/OL35914W
The Cyberiad,Stanisław Lem,N/A,1965,https://openlibrary.org/works/OL2683553W
The Fixer,Bernard Malamud,N/A,1901,https://openlibrary.org/works/OL1937854W
Civilization in the West,"Mark A. Kishlansky, Patrick J. Geary, Patricia O'Brien",N/A,1991,https://openlibrary.org/works/OL2047705W
King Henry IV. Part 2,William Shakespeare,N/A,1600,https://openlibrary.org/works/OL362697W
A Child's History of England,Charles Dickens,N/A,1800,https://openlibrary.org/works/OL9250413W
I Malavoglia,Giovanni Verga,N/A,1881,https://openlibrary.org/works/OL479183W
Sourcery,Terry Pratchett,N/A,1988,https://openlibrary.org/works/OL453659W
Lords and Ladies,"Terry Pratchett, Nigel Planer, Tony Robinson",N/A,1992,https://openlibrary.org/works/OL453787W
Calculus,"Howard Anton, Howard A. Anton, Irl Bivens, Stephen Davis, Bernard V. Zandy, Jonathan J. White",N/A,1980,https://openlibrary.org/works/OL485863W
Max Havelaar of de koffijveilingen der Nederlansche handelmaatschappij,Multatuli,N/A,1868,https://openlibrary.org/works/OL658280W
Short stories,Franz Kafka,N/A,1946,https://openlibrary.org/works/OL498623W
Danny and the Dinosaur,Syd Hoff,N/A,1958,https://openlibrary.org/works/OL106091W
The long ships,Frans Gunnar Bengtsson,N/A,1943,https://openlibrary.org/works/OL257663W
Barbie Horse Trouble Barbie Look Look,Golden Books,N/A,1921,https://openlibrary.org/works/OL8043761W
Financial audit,United States. General Accounting Office,N/A,1975,https://openlibrary.org/works/OL10733909W
Triple,Ken Follett,N/A,1979,https://openlibrary.org/works/OL1914091W
My father's dragon,Ruth Stiles Gannett,N/A,1948,https://openlibrary.org/works/OL2688555W
The house by the church-yard,Sheridan Le Fanu,N/A,1863,https://openlibrary.org/works/OL2895540W
Jonathan Strange and Mr. Norrell,Susanna Clarke,N/A,2001,https://openlibrary.org/works/OL5703422W
The house of the four winds,John Buchan,N/A,1935,https://openlibrary.org/works/OL76579W
2nd Chance,"James Patterson, Andrew Gross",N/A,2002,https://openlibrary.org/works/OL167157W
Another Country,"James Baldwin, James Bladwin, J. Baldwin, Stryker Flint, James Baldwin - undifferentiated",N/A,1962,https://openlibrary.org/works/OL228715W
The works of Hubert Howe Bancroft,Hubert Howe Bancroft,N/A,1882,https://openlibrary.org/works/OL3421434W
State of Fear,Michael Crichton,N/A,2004,https://openlibrary.org/works/OL46914W
"Can't You Sleep, Little Bear?","Martin Waddell, Barbara Firth, Virginia Miller",N/A,1988,https://openlibrary.org/works/OL114207W
Las venas abiertas de América Latina,"Eduardo Galeano, Galeano, Eduardo Galeano, Cedric Belfrage",N/A,1971,https://openlibrary.org/works/OL698173W
The Forever War,Joe Haldeman,N/A,1974,https://openlibrary.org/works/OL271163W
Dance Upon the Air,Nora Roberts,N/A,1902,https://openlibrary.org/works/OL111597W
Four,Veronica Roth,N/A,2001,https://openlibrary.org/works/OL16825084W
Ich und du,Martin Buber,N/A,1922,https://openlibrary.org/works/OL12337W
The Subtle Art of Not Giving a F*ck,Mark Manson,N/A,2016,https://openlibrary.org/works/OL17590212W
Little Bear's Visit,Else Holmelund Minarik,N/A,1961,https://openlibrary.org/works/OL2568814W
By the Pricking of My Thumbs,Agatha Christie,N/A,1968,https://openlibrary.org/works/OL471619W
The Poisonwood Bible,"Barbara Kingsolver, Dean Robertson",N/A,1998,https://openlibrary.org/works/OL1846846W
The ruby in the smoke (Sally Lockhart #1),Philip Pullman,N/A,1985,https://openlibrary.org/works/OL29026W
Pebble in the Sky,Isaac Asimov,N/A,1950,https://openlibrary.org/works/OL46402W
These Happy Golden Years,"Laura Ingalls Wilder, Garth Williams",N/A,1943,https://openlibrary.org/works/OL1719702W
The Goldfinch,"Donna Tartt, Katia Benovich",N/A,2013,https://openlibrary.org/works/OL16809803W
Film art,"David Bordwell, Kristin Thompson, D. & THOMPSON BORDWELL, David Bordwell",N/A,1979,https://openlibrary.org/works/OL10665037W
Where Are the Children?,Mary Higgins Clark,N/A,1975,https://openlibrary.org/works/OL12992W
Hannibal,Thomas Harris,N/A,1999,https://openlibrary.org/works/OL23478W
Dombey and Son,"Charles Dickens, Ian Perkin, A. Willis, Forster, John, Jason Lee",N/A,1800,https://openlibrary.org/works/OL14868861W
The Logic of Scientific Discovery,Karl Popper,N/A,1935,https://openlibrary.org/works/OL1984582W
The Polar Express Gift Set,Chris Van Allsburg,N/A,1985,https://openlibrary.org/works/OL3743751W
The Fall of the House of Usher,Edgar Allan Poe,N/A,1839,https://openlibrary.org/works/OL41078W
Foundation and Earth,Isaac Asimov,N/A,1986,https://openlibrary.org/works/OL46347W
El Señor Presidente,"Miguel Ángel Asturias, Miguel Asturias, David Unger, Mario Vargas Llosa, Gerald Martin",N/A,1948,https://openlibrary.org/works/OL938588W
Small Gods,Terry Pratchett,N/A,1992,https://openlibrary.org/works/OL453697W
The story of my life,Helen Keller,N/A,1903,https://openlibrary.org/works/OL53604W
Art history,"Marilyn Stokstad, Margaret A. Oppenheimer",N/A,1995,https://openlibrary.org/works/OL29921W
De bello judaico,Flavius Josephus,N/A,1481,https://openlibrary.org/works/OL10464115W
How the Grinch Stole Christmas!,"Dr. Seuss, Rik Mayall",N/A,1957,https://openlibrary.org/works/OL261169W
The Man Without a Country,"Edward Everett Hale, Florence Maria Miller",N/A,1865,https://openlibrary.org/works/OL2339752W
Along Came a Spider,James Patterson,N/A,1993,https://openlibrary.org/works/OL167178W
Forward the Foundation,Isaac Asimov,N/A,1993,https://openlibrary.org/works/OL46299W
The fire next time,James Baldwin,N/A,1962,https://openlibrary.org/works/OL2683364W
The Complete Jungle Book,Rudyard Kipling,N/A,1895,https://openlibrary.org/works/OL20102W
Biology,"Kenneth R. Miller, Joseph S. Levine, Prentice-Hall, inc., Joseph Levine",N/A,1990,https://openlibrary.org/works/OL277185W
Contact,Carl Sagan,N/A,1985,https://openlibrary.org/works/OL2950903W
Neverwhere,Neil Gaiman,N/A,1996,https://openlibrary.org/works/OL679333W
Réquiem por un campesino español,Ramón J. Sender,N/A,1960,https://openlibrary.org/works/OL913741W
My Sister's Keeper,Jodi Picoult,N/A,2004,https://openlibrary.org/works/OL891923W
Cider with Rosie,Laurie Lee,N/A,1959,https://openlibrary.org/works/OL1209517W
A Hat Full of Sky,"Terry Pratchett, Paul Kidby, Terry Pratchett",N/A,2004,https://openlibrary.org/works/OL453737W
Sister Carrie,Theodore Dreiser,N/A,1900,https://openlibrary.org/works/OL100203W
A Wind in the Door (Time Quintet #2,Madeleine L'Engle,N/A,1973,https://openlibrary.org/works/OL41494W
Song of Susannah,Stephen King,N/A,1999,https://openlibrary.org/works/OL149200W
The magic of believing,"Claude M. Bristol, Site Burui, Claudie Bristol",N/A,1948,https://openlibrary.org/works/OL120672W
Friday's Child,Georgette Heyer,N/A,1944,https://openlibrary.org/works/OL4092675W
Women who run with the wolves,"Clarissa Pinkola Estés, Clarissa Pinkola Estes, Clarissa Pinkola Estés, ANTONIA MENINI PAGES, María Antonia Menini Pagès, Maria Antonia Menini",N/A,1982,https://openlibrary.org/works/OL2960639W
In the days of the comet,H. G. Wells,N/A,1906,https://openlibrary.org/works/OL52252W
Freedom at Midnight,"Dominique Lapierre, Larry Collins",N/A,1975,https://openlibrary.org/works/OL1751683W
Fundamentals Of Electricity And Magnetism,McGraw-Hill,N/A,2001,https://openlibrary.org/works/OL14996328W
Nutrition,"Lori A. Smolin, Smolin",N/A,1994,https://openlibrary.org/works/OL3000098W
Sabriel,Garth Nix,N/A,1995,https://openlibrary.org/works/OL2628761W
The Plot Against America,Philip Roth,N/A,2004,https://openlibrary.org/works/OL74664W
The Perks of Being a Wallflower,"Stephen Chbosky, Stephen Chbosky",N/A,1999,https://openlibrary.org/works/OL875437W
The Tiny Seed,Eric Carle,N/A,1970,https://openlibrary.org/works/OL52982W
Call It Courage,Armstrong Sperry,N/A,1940,https://openlibrary.org/works/OL4785050W
Steve Jobs,Walter Isaacson,N/A,2011,https://openlibrary.org/works/OL16085155W
The Snail and the Whale,Julia Donaldson,N/A,2001,https://openlibrary.org/works/OL1938304W
Heaven,V. C. Andrews,N/A,1985,https://openlibrary.org/works/OL134889W
The Appeal,John Grisham,N/A,2008,https://openlibrary.org/works/OL76959W
The Beetle,"Richard Marsh, Satomi Sugita",N/A,1897,https://openlibrary.org/works/OL827326W
Meditations,Marcus Aurelius,N/A,2004,https://openlibrary.org/works/OL26581800W
The Circular Staircase,Mary Roberts Rinehart,N/A,1908,https://openlibrary.org/works/OL137396W
The Final Empire,Brandon Sanderson,N/A,2001,https://openlibrary.org/works/OL5738148W
Elric of Melniboné,Michael Moorcock,N/A,1972,https://openlibrary.org/works/OL2697666W
Rosemary's Baby,Ira Levin,N/A,1900,https://openlibrary.org/works/OL28322W
Winnie-the-Pooh / The House at Pooh Corner,A. A. Milne,N/A,1926,https://openlibrary.org/works/OL476737W
The Throne of Fire,Rick Riordan,N/A,2011,https://openlibrary.org/works/OL15946464W
The Swiss Family Robinson,Johann David Wyss,N/A,1979,https://openlibrary.org/works/OL20173104W
Congo,Michael Crichton,N/A,1980,https://openlibrary.org/works/OL46913W
King Rat,James Clavell,N/A,1950,https://openlibrary.org/works/OL2918736W
Glinda of Oz,L. Frank Baum,N/A,1920,https://openlibrary.org/works/OL262391W
Jack & Jill,James Patterson,N/A,1714,https://openlibrary.org/works/OL167185W
Gregor the Overlander,Suzanne Collins,N/A,2003,https://openlibrary.org/works/OL5735348W
Wyrd Sisters,Terry Pratchett,N/A,1988,https://openlibrary.org/works/OL453660W
Oryx and Crake,Margaret Atwood,N/A,2002,https://openlibrary.org/works/OL675722W
Calculus,Ron Larson,N/A,1988,https://openlibrary.org/works/OL15859946W
Hard Luck,Jeff Kinney,N/A,2001,https://openlibrary.org/works/OL16810620W
Girl with a Pearl Earring,Tracy Chevalier,N/A,1999,https://openlibrary.org/works/OL456231W
The Vampire Armand,Anne Rice,N/A,1998,https://openlibrary.org/works/OL77832W
Herr der Diebe,Cornelia Funke,N/A,2000,https://openlibrary.org/works/OL941674W
The True Story of the Three Little Pigs,Jon Scieszka,N/A,1989,https://openlibrary.org/works/OL2940317W
Hour Game,David Baldacci,N/A,2004,https://openlibrary.org/works/OL41245W
A Man of the People,"Chinua Achebe, Chinua Achebe",N/A,1966,https://openlibrary.org/works/OL891787W
The Witching Hour,Anne Rice,N/A,1990,https://openlibrary.org/works/OL77817W
Bunnicula,"Deborah Howe, James Howe",N/A,1979,https://openlibrary.org/works/OL3464570W
In the Heart of the Sea,Nathaniel Philbrick,N/A,2000,https://openlibrary.org/works/OL800722W
Wives and daughters,"Elizabeth Cleghorn Gaskell, Gaskell, Mrs., Ward, A. W., Gaskell",N/A,1866,https://openlibrary.org/works/OL1103200W
The Hill of Dreams,Arthur Machen,N/A,1907,https://openlibrary.org/works/OL3389031W
Danse Macabre,Stephen King,N/A,1980,https://openlibrary.org/works/OL81605W
Moonraker,Ian Fleming,N/A,1955,https://openlibrary.org/works/OL85743W
El Dorado,"Emmuska Orczy, Baroness Orczy",N/A,1913,https://openlibrary.org/works/OL8722827W
The White Dragon,Anne McCaffrey,N/A,1978,https://openlibrary.org/works/OL73384W
Ethica,"Benedictus de Spinoza, Wolfgang Bartuschat",N/A,1883,https://openlibrary.org/works/OL35989W
The Sword of Shannara,Terry Brooks,N/A,1976,https://openlibrary.org/works/OL5683445W
Детство; Отрочество; Юность,"Tolstoy, Leo, graf, 1828-1910",N/A,1862,https://openlibrary.org/works/OL15698346W
The Graveyard Book,Neil Gaiman,N/A,2008,https://openlibrary.org/works/OL679348W
The Angel of Terror,Edgar Wallace,N/A,1923,https://openlibrary.org/works/OL1518053W
The Robots of Dawn,Isaac Asimov,N/A,1983,https://openlibrary.org/works/OL46377W
The works of Horace,Horace,N/A,1681,https://openlibrary.org/works/OL88218W
The Grouchy Ladybug,Eric Carle,N/A,1977,https://openlibrary.org/works/OL52966W
Vingt ans apres̀,Alexandre Dumas,N/A,1800,https://openlibrary.org/works/OL36462W
The Lathe of Heaven,Ursula K. Le Guin,N/A,1971,https://openlibrary.org/works/OL59858W
A primer of Freudian psychology,Calvin S. Hall,N/A,1954,https://openlibrary.org/works/OL1941879W
The Wave,Todd Strasser,N/A,1981,https://openlibrary.org/works/OL999053W
The Human Condition,Hannah Arendt,N/A,1958,https://openlibrary.org/works/OL10460638W
That hideous strength,C.S. Lewis,N/A,1945,https://openlibrary.org/works/OL71165W
Commentaries on the laws of England,Sir William Blackstone,N/A,1721,https://openlibrary.org/works/OL2417578W
The Intelligent Investor,"Benjamin Graham, Jason Zweig",N/A,1949,https://openlibrary.org/works/OL273184W
The Nightingale,Kristin Hannah,N/A,2000,https://openlibrary.org/works/OL17116910W
A Dance With Dragons,George R. R. Martin,N/A,2008,https://openlibrary.org/works/OL1955906W
The enemy,Lee Child,N/A,2004,https://openlibrary.org/works/OL52942W
Del amor y otros demonios,Gabriel García Márquez,N/A,1994,https://openlibrary.org/works/OL468850W
Pyramids,Terry Pratchett,N/A,1989,https://openlibrary.org/works/OL453661W
Odes,Horace,N/A,1635,https://openlibrary.org/works/OL88216W
The Mark of Athena,Rick Riordan,N/A,2011,https://openlibrary.org/works/OL16664287W
Farmer Boy,Laura Ingalls Wilder,N/A,1933,https://openlibrary.org/works/OL1719806W
The Tin Woodman of Oz,L. Frank Baum,N/A,1918,https://openlibrary.org/works/OL262381W
Alberto Giacometti,"Alberto Giacometti, Agnes De La Beaumell",N/A,1955,https://openlibrary.org/works/OL2206872W
Diary of a Wimpy Kid,Jeff Kinney,N/A,2009,https://openlibrary.org/works/OL20890488W
Maniac Magee,Jerry Spinelli,N/A,1990,https://openlibrary.org/works/OL77104W
Beezus and Ramona,Beverly Cleary,N/A,1955,https://openlibrary.org/works/OL151996W
The Stepford Wives,"Ira Levin, Ira Levin",N/A,1972,https://openlibrary.org/works/OL28319W
The Forsyte Saga (various novels),John Galsworthy,N/A,1898,https://openlibrary.org/works/OL879088W
Wide Sargasso Sea,Jean Rhys,N/A,1966,https://openlibrary.org/works/OL1858668W
Antigone,Sophocles,N/A,1581,https://openlibrary.org/works/OL43860W
"Sarah, plain and tall","Patricia MacLachlan, Patricia MacLachlan",N/A,1985,https://openlibrary.org/works/OL2949977W
"A child called ""it""",David J. Pelzer,N/A,1987,https://openlibrary.org/works/OL66946W
11/22/63,Stephen King,N/A,1925,https://openlibrary.org/works/OL16002468W
The House with a Clock in Its Walls,John Bellairs,N/A,1973,https://openlibrary.org/works/OL3338193W
I am Malala,"Malala Yousafzai, Christina Lamb, Malala Yousafzai, Malala Yousafazi, MALALA YOUSAFZAI ",N/A,2012,https://openlibrary.org/works/OL19669045W
Surprised by Joy,C.S. Lewis,N/A,1955,https://openlibrary.org/works/OL71159W
Grace abounding to the chief of sinners,John Bunyan,N/A,1666,https://openlibrary.org/works/OL107194W
Presumed Innocent,Scott Turow,N/A,1987,https://openlibrary.org/works/OL26909W
World Without End,Ken Follett,N/A,1961,https://openlibrary.org/works/OL1914079W
Markens grøde,"Knut Hamsun, William John Alexander Worster",N/A,1917,https://openlibrary.org/works/OL573191W
The dark tower,Stephen King,N/A,1990,https://openlibrary.org/works/OL81600W
Alanna,Tamora Pierce,N/A,1954,https://openlibrary.org/works/OL29286W
Speeches,Cicero,N/A,1499,https://openlibrary.org/works/OL15733518W
The Red Thumb Mark,R. Austin Freeman,N/A,1907,https://openlibrary.org/works/OL4112855W
Erewhon,Samuel Butler,N/A,1700,https://openlibrary.org/works/OL22364W
The world of psychology,"Samuel E. Wood, Ellen Green Wood, Denise Boyd, Wood, Ellen R. Green Wood, WOOD WOOD, Ellen Wood",N/A,1992,https://openlibrary.org/works/OL103858W
The selfish gene,"Richard Dawkins, Lalla Ward Richard Dawkins",N/A,1976,https://openlibrary.org/works/OL1966488W
The Halloween Tree,Ray Bradbury,N/A,1972,https://openlibrary.org/works/OL103190W
A Spy in the House of Love,"Anaïs Nin, Anita Jarczok",N/A,1954,https://openlibrary.org/works/OL278320W
Mistress of Mellyn,Victoria Holt,N/A,1960,https://openlibrary.org/works/OL3931421W
Black like me,John Howard Griffin,N/A,1960,https://openlibrary.org/works/OL2810429W
