# these are fakes data generated using Faker library and some random generators in order to not add real company data
Name,Sectors,Location,url,Number of Employees,Logo URL,Number of Job Offers
"Swanson LLC","Agricultural consultant, management officer, Building services engineer","West Colleenborough, Syrian Arab Republic","https://lee.com/swanson-llc","1-10 employees","https://picsum.photos/200/200","25 job offers"
"Holmes Inc","Interpreter, Engineer, communications","East Kathryn, Nicaragua","https://norton.org/holmes-inc","501-1000 employees","https://picsum.photos/200/200","18 job offers"
"Page-Hoffman","Neurosurgeon, Barrister, gallery exhibitions officer","Kellyland, Moldova","https://case.biz/page-hoffman","5001+ employees","https://dummyimage.com/200x200","6 job offers"
"Scott LLC","Photographer, Medical physicist","Lake Kennethhaven, Georgia","https://brown.net/scott-llc","1001-5000 employees","https://dummyimage.com/200x200","24 job offers"
"Davis, Howard and James","Multimedia programmer","West William, Nepal","https://underwood.info/davis--howard-and-james","1-10 employees","https://dummyimage.com/200x200","5 job offers"
"Wu LLC","Chartered public finance accountant","East Thomastown, Colombia","https://elliott.com/wu-llc","1-10 employees","https://picsum.photos/200/200","1 job offers"
"Baker-Garner","Television floor manager, Development worker, international aid, Health and safety adviser","Rodriguezhaven, Saint Kitts and Nevis","https://macdonald-reed.org/baker-garner","501-1000 employees","https://picsum.photos/200/200","14 job offers"
"Garcia Ltd","Astronomer","Ericville, Rwanda","https://walker.com/garcia-ltd","5001+ employees","https://dummyimage.com/200x200","5 job offers"
"Martin Ltd","Medical physicist","Edwardberg, Saint Lucia","https://bean.com/martin-ltd","201-500 employees","https://dummyimage.com/200x200","5 job offers"
"Hudson-Brown","Osteopath, Psychotherapist","East Paulburgh, Spain","https://hernandez.com/hudson-brown","11-50 employees","https://dummyimage.com/200x200","33 job offers"
"Adams, Moran and Jones","film, Community development worker","Melindahaven, Sri Lanka","https://medina-phillips.com/adams--moran-and-jones","501-1000 employees","https://placekitten.com/200/200","8 job offers"
"Reed and Sons","Copy, Education officer, environmental, Archivist","Jacquelinemouth, Tuvalu","https://turner-murphy.com/reed-and-sons","5001+ employees","https://dummyimage.com/200x200","34 job offers"
"Miles Ltd","Make, Accountant, chartered, Oncologist","New Erikhaven, Paraguay","https://allison.com/miles-ltd","201-500 employees","https://dummyimage.com/200x200","21 job offers"
"Elliott Ltd","Interpreter","Matthewfurt, Malaysia","https://carr.com/elliott-ltd","1001-5000 employees","https://picsum.photos/200/200","9 job offers"
"Cooper-Horne","Wellsite geologist, Engineer, building services, Child psychotherapist","Port Mitchell, Grenada","https://thompson-williams.com/cooper-horne","5001+ employees","https://dummyimage.com/200x200","27 job offers"
"Mason Group","Psychotherapist, dance movement","Charlesshire, Gabon","https://ramsey.net/mason-group","5001+ employees","https://picsum.photos/200/200","13 job offers"
"Bauer-Ramos","Editorial assistant","Carterstad, Cayman Islands","https://mccoy.biz/bauer-ramos","51-200 employees","https://dummyimage.com/200x200","35 job offers"
"Hanson-Conley","Production manager, Tour manager, Engineer, electrical","West Donna, Qatar","https://sullivan.net/hanson-conley","11-50 employees","https://placekitten.com/200/200","38 job offers"
"Reynolds-Williams","Arts development officer","Edwardmouth, Bahrain","https://hutchinson.net/reynolds-williams","5001+ employees","https://dummyimage.com/200x200","11 job offers"
"Allen-Harris","Publishing copy","Wardfurt, Denmark","https://austin.org/allen-harris","501-1000 employees","https://placekitten.com/200/200","19 job offers"
"Woodard PLC","Physiotherapist, Lecturer, further education","New Benjaminburgh, Saint Vincent and the Grenadines","https://gillespie.info/woodard-plc","1001-5000 employees","https://dummyimage.com/200x200","16 job offers"
"Young PLC","Agricultural consultant, Electrical engineer, Telecommunications researcher","South Jeffreyborough, Andorra","https://charles.net/young-plc","5001+ employees","https://picsum.photos/200/200","5 job offers"
"Herman Inc","Administrator, sports, pottery","Lake Larry, Mali","https://clark-willis.com/herman-inc","51-200 employees","https://dummyimage.com/200x200","32 job offers"
"Salinas, Williams and Turner","Learning mentor, Barista, Engineer, manufacturing systems","West Corey, Cambodia","https://robles.biz/salinas--williams-and-turner","201-500 employees","https://picsum.photos/200/200","35 job offers"
"Byrd-Henry","Analytical chemist","Mcgeeside, French Southern Territories","https://quinn.biz/byrd-henry","5001+ employees","https://placekitten.com/200/200","38 job offers"
"Schmidt and Sons","Pathologist, General practice doctor","Sloanberg, Finland","https://cruz-kline.org/schmidt-and-sons","11-50 employees","https://placekitten.com/200/200","22 job offers"
"Clay-Peters","Research officer, trade union","Dennisshire, Liberia","https://williams.com/clay-peters","51-200 employees","https://placekitten.com/200/200","31 job offers"
"Hanson Inc","Newspaper journalist, Hydrologist","Stephaniefort, Guadeloupe","https://thompson.com/hanson-inc","1001-5000 employees","https://dummyimage.com/200x200","23 job offers"
"Wilkinson-Allen","Colour technologist, Media buyer","Patriciamouth, Liechtenstein","https://chambers-welch.info/wilkinson-allen","11-50 employees","https://picsum.photos/200/200","27 job offers"
"Lewis-Adkins","Production assistant, radio, Medical illustrator, Designer, multimedia","Hawkinsstad, Marshall Islands","https://richardson-jensen.com/lewis-adkins","5001+ employees","https://placekitten.com/200/200","8 job offers"
"Mullins-Peterson","Bookseller, gallery curator","Brandonfurt, Zimbabwe","https://smith-riley.biz/mullins-peterson","1001-5000 employees","https://dummyimage.com/200x200","38 job offers"
"Bonilla, Chambers and Keith","Restaurant manager, fast food","Greenbury, Vietnam","https://drake.com/bonilla--chambers-and-keith","201-500 employees","https://dummyimage.com/200x200","30 job offers"
"Davidson Inc","Hydrographic surveyor, Surveyor, building","Davisport, Japan","https://robinson-atkinson.com/davidson-inc","5001+ employees","https://placekitten.com/200/200","36 job offers"
"Turner, Rodriguez and Rogers","Purchasing manager, Catering manager","Dominguezbury, Belize","https://kaiser.com/turner--rodriguez-and-rogers","51-200 employees","https://picsum.photos/200/200","31 job offers"
"Mcbride-Watts","Medical physicist, Psychologist, counselling, Accountant, chartered management","Davidchester, Vietnam","https://mcclure.biz/mcbride-watts","5001+ employees","https://picsum.photos/200/200","39 job offers"
"Gomez, Martinez and Ortiz","Warehouse manager","North Patrick, Kazakhstan","https://meyer-benson.com/gomez--martinez-and-ortiz","5001+ employees","https://dummyimage.com/200x200","27 job offers"
"Cochran, Johnson and Bullock","Materials engineer, Art therapist, Investment analyst","Johnport, Saint Kitts and Nevis","https://larson.com/cochran--johnson-and-bullock","1-10 employees","https://picsum.photos/200/200","13 job offers"
"Thompson-Atkins","Diagnostic radiographer","East Christopher, China","https://miller-washington.com/thompson-atkins","51-200 employees","https://dummyimage.com/200x200","21 job offers"
"White, Rodgers and Phillips","Biomedical scientist, Stage manager","Jennifershire, Korea","https://ramirez.com/white--rodgers-and-phillips","11-50 employees","https://placekitten.com/200/200","3 job offers"
"Jones Ltd","Administrator, arts, Financial risk analyst, Surveyor, hydrographic","Troyside, Brazil","https://love-nichols.com/jones-ltd","11-50 employees","https://dummyimage.com/200x200","29 job offers"
"Curtis Ltd","Public relations officer","North Debrashire, Moldova","https://watson-pollard.com/curtis-ltd","1-10 employees","https://picsum.photos/200/200","36 job offers"
"Lambert-Barton","Agricultural consultant, Manufacturing engineer, Television floor manager","North Ericport, Namibia","https://ortega.com/lambert-barton","201-500 employees","https://placekitten.com/200/200","39 job offers"
"Jensen-Griffin","Engineer, materials, Diagnostic radiographer, Physiological scientist","West Benjamin, Falkland Islands (Malvinas)","https://sutton.com/jensen-griffin","201-500 employees","https://placekitten.com/200/200","6 job offers"
"Best-Castillo","Embryologist, clinical, Therapist, sports, field seismologist","Lake Danielland, El Salvador","https://conner.com/best-castillo","5001+ employees","https://dummyimage.com/200x200","4 job offers"
"Allen, Combs and Park","conservation officer, Aeronautical engineer","Christopherfort, Nauru","https://anderson.com/allen--combs-and-park","5001+ employees","https://dummyimage.com/200x200","28 job offers"
"Thompson Inc","Pharmacologist, Pharmacist, community","Jeffreyview, Western Sahara","https://clark-smith.com/thompson-inc","5001+ employees","https://dummyimage.com/200x200","25 job offers"
"Smith, Bryant and Austin","Sub, Electrical engineer, administrator","West Christinamouth, Saint Lucia","https://small.com/smith--bryant-and-austin","1001-5000 employees","https://picsum.photos/200/200","29 job offers"
"Reyes Ltd","spatial","Michaelfort, Thailand","https://quinn-reeves.org/reyes-ltd","1-10 employees","https://dummyimage.com/200x200","37 job offers"
"Jackson, Kennedy and Peters","residential surveyor, Research scientist (maths)","East Amy, Montserrat","https://martin.com/jackson--kennedy-and-peters","501-1000 employees","https://dummyimage.com/200x200","26 job offers"
"Moore Group","land agent, Scientist, research (medical)","Kellyside, Congo","https://wilcox.net/moore-group","1-10 employees","https://placekitten.com/200/200","4 job offers"
"Smith LLC","Engineer, agricultural, Social researcher","Lake Brenda, Malta","https://walker-ross.com/smith-llc","1001-5000 employees","https://placekitten.com/200/200","32 job offers"
"Robinson-Buchanan","Planning and development surveyor, Chiropodist","Samanthaton, Burkina Faso","https://brady.com/robinson-buchanan","51-200 employees","https://dummyimage.com/200x200","25 job offers"
"Faulkner-White","Information systems manager, Broadcast journalist","Port Veronicahaven, Liberia","https://pittman.com/faulkner-white","5001+ employees","https://placekitten.com/200/200","23 job offers"
"Zimmerman, Tucker and Alexander","Pharmacist, community, Electrical engineer","Manningborough, Saint Martin","https://harris.com/zimmerman--tucker-and-alexander","51-200 employees","https://dummyimage.com/200x200","26 job offers"
"Lyons PLC","Geneticist, molecular, Investment banker, operational","Anitastad, Papua New Guinea","https://brown-stout.biz/lyons-plc","1-10 employees","https://picsum.photos/200/200","32 job offers"
"Edwards and Sons","Sports therapist, Insurance broker","Port Theresaview, Lebanon","https://cohen.com/edwards-and-sons","501-1000 employees","https://dummyimage.com/200x200","20 job offers"
"Henry PLC","Printmaker, Physiological scientist","Bellfort, Benin","https://simmons.com/henry-plc","51-200 employees","https://picsum.photos/200/200","0 job offers"
"Marquez and Sons","Intelligence analyst","New Mollyberg, Venezuela","https://acosta.biz/marquez-and-sons","501-1000 employees","https://dummyimage.com/200x200","6 job offers"
"Norman, Reyes and Barrett","Teaching laboratory technician","Campbellberg, China","https://wilson.com/norman--reyes-and-barrett","501-1000 employees","https://placekitten.com/200/200","10 job offers"
"Bennett-Salazar","Sports therapist, Child psychotherapist, Commercial art gallery manager","Port Marieview, Taiwan","https://dunn.com/bennett-salazar","5001+ employees","https://placekitten.com/200/200","27 job offers"
"Klein-Cabrera","pottery, Administrator","New Mark, Bahamas","https://brown.com/klein-cabrera","51-200 employees","https://dummyimage.com/200x200","16 job offers"
"Hernandez-Jones","Waste management officer, Insurance account manager, Development worker, international aid","Lake Andrew, Tokelau","https://king.biz/hernandez-jones","51-200 employees","https://picsum.photos/200/200","6 job offers"
"Riley, Henderson and Thomas","Archivist","Haileyside, Ukraine","https://gibson.com/riley--henderson-and-thomas","501-1000 employees","https://placekitten.com/200/200","1 job offers"
"Anderson-Miller","Textile designer, Accountant, chartered management, Teacher, music","Reyesfurt, Palestinian Territory","https://joseph.info/anderson-miller","5001+ employees","https://dummyimage.com/200x200","25 job offers"
"English Group","film, Radiographer, therapeutic","Westshire, Namibia","https://lin.biz/english-group","501-1000 employees","https://placekitten.com/200/200","24 job offers"
"Chan-Smith","Engineer, maintenance","East Susanmouth, Jamaica","https://osborn.com/chan-smith","11-50 employees","https://dummyimage.com/200x200","10 job offers"
"Jones-Beck","Production manager, Audiological scientist","Port William, Japan","https://park.org/jones-beck","1-10 employees","https://placekitten.com/200/200","29 job offers"
"Reid-Lucas","Company secretary","Banksshire, Chile","https://chambers.info/reid-lucas","51-200 employees","https://placekitten.com/200/200","14 job offers"
"Schmidt Ltd","Fine artist, Clinical molecular geneticist, Broadcast journalist","Jonestown, Togo","https://tyler.biz/schmidt-ltd","1001-5000 employees","https://dummyimage.com/200x200","32 job offers"
"Rivera, Shepard and Wise","Community arts worker","New Courtneyshire, Norway","https://fields.biz/rivera--shepard-and-wise","201-500 employees","https://dummyimage.com/200x200","27 job offers"
"Shepherd PLC","Therapist, occupational, Civil Service administrator","New Brianland, Maldives","https://boyd.com/shepherd-plc","11-50 employees","https://dummyimage.com/200x200","9 job offers"
"Pacheco, Thompson and May","Press photographer","Mullinsport, Russian Federation","https://stevens.net/pacheco--thompson-and-may","1-10 employees","https://dummyimage.com/200x200","11 job offers"
"Martin Inc","Multimedia specialist, Graphic designer","Kennethland, Myanmar","https://martinez-willis.com/martin-inc","5001+ employees","https://picsum.photos/200/200","33 job offers"
"Kerr LLC","woodland manager, Immigration officer, Community pharmacist","Bellville, Western Sahara","https://johnson.com/kerr-llc","5001+ employees","https://picsum.photos/200/200","22 job offers"
"Miles-Green","Designer, textile, Psychologist, sport and exercise, Engineer, electrical","North Nicoleshire, French Polynesia","https://sanchez-johnson.com/miles-green","5001+ employees","https://dummyimage.com/200x200","37 job offers"
"Christensen PLC","Medical technical officer","South Christina, Ghana","https://fritz-williams.com/christensen-plc","5001+ employees","https://dummyimage.com/200x200","35 job offers"
"Moss, Chavez and Duarte","Drilling engineer","Simpsonville, Lebanon","https://gibbs.com/moss--chavez-and-duarte","11-50 employees","https://placekitten.com/200/200","16 job offers"
"Smith-Ali","Psychologist, sport and exercise, Systems analyst, Horticulturist, amenity","South Maria, Switzerland","https://fowler.com/smith-ali","201-500 employees","https://picsum.photos/200/200","0 job offers"
"Carroll-Potts","stained glass","Elizabethstad, French Southern Territories","https://durham.com/carroll-potts","501-1000 employees","https://placekitten.com/200/200","17 job offers"
"Black Ltd","video, English as a second language teacher, Insurance risk surveyor","New Leslieshire, American Samoa","https://conrad.biz/black-ltd","5001+ employees","https://dummyimage.com/200x200","20 job offers"
"Barnes, Tate and Ramirez","Chartered management accountant","Lake Michaelbury, Nepal","https://jenkins-vasquez.com/barnes--tate-and-ramirez","11-50 employees","https://picsum.photos/200/200","1 job offers"
"Key PLC","Psychologist, clinical, Doctor, general practice, Financial risk analyst","Brucemouth, Bolivia","https://hernandez-cameron.info/key-plc","501-1000 employees","https://picsum.photos/200/200","0 job offers"
"Valentine-Jones","Tree surgeon, Volunteer coordinator","Katherineburgh, Netherlands Antilles","https://miller.net/valentine-jones","1001-5000 employees","https://placekitten.com/200/200","6 job offers"
"Craig-White","Journalist, magazine","Lake Andrew, Isle of Man","https://thomas-montgomery.com/craig-white","1001-5000 employees","https://picsum.photos/200/200","34 job offers"
"Murphy Ltd","Scientist, physiological, Veterinary surgeon","North Alisonfort, Bhutan","https://oneill.com/murphy-ltd","1-10 employees","https://dummyimage.com/200x200","1 job offers"
"Gonzalez, Davenport and Flores","Camera operator, Mudlogger, video","Meaganburgh, Yemen","https://porter-harper.net/gonzalez--davenport-and-flores","51-200 employees","https://placekitten.com/200/200","20 job offers"
"Holmes, Wright and Rowe","Field seismologist, Landscape architect","Lake Benjamin, Montenegro","https://lam.com/holmes--wright-and-rowe","1-10 employees","https://dummyimage.com/200x200","1 job offers"
"Turner, Young and Soto","Armed forces operational officer, Farm manager","Omarberg, Swaziland","https://beasley.net/turner--young-and-soto","5001+ employees","https://dummyimage.com/200x200","31 job offers"
"White Ltd","Surveyor, planning and development, Geoscientist, Therapist, horticultural","Glennborough, Cocos (Keeling) Islands","https://sandoval.com/white-ltd","51-200 employees","https://picsum.photos/200/200","21 job offers"
"Clayton-Haynes","Warehouse manager, Planning and development surveyor","Michaelfort, Norfolk Island","https://hernandez-stafford.com/clayton-haynes","1-10 employees","https://placekitten.com/200/200","6 job offers"
"Lewis and Sons","Financial controller, Engineer, civil (contracting), Firefighter","South Benjamin, Bahrain","https://adams-gilmore.net/lewis-and-sons","501-1000 employees","https://dummyimage.com/200x200","29 job offers"
"Huffman-Thomas","Accounting technician, Investment analyst, Contractor","Thomashaven, American Samoa","https://fox.biz/huffman-thomas","11-50 employees","https://picsum.photos/200/200","32 job offers"
"Murray-Williams","Psychologist, forensic","Berryland, Yemen","https://hernandez.com/murray-williams","501-1000 employees","https://picsum.photos/200/200","6 job offers"
"Lewis Ltd","Dentist","Norrisfurt, Cocos (Keeling) Islands","https://cohen-mitchell.net/lewis-ltd","11-50 employees","https://picsum.photos/200/200","16 job offers"
"West-Fry","Mental health nurse, Air traffic controller","Elizabethmouth, Aruba","https://young.net/west-fry","201-500 employees","https://placekitten.com/200/200","25 job offers"
"Liu Group","Pharmacologist, Horticulturist, amenity, Equality and diversity officer","Nguyenville, Christmas Island","https://knapp.com/liu-group","1-10 employees","https://placekitten.com/200/200","35 job offers"
"Jimenez, Benjamin and Schmidt","stained glass, Electrical engineer","East Tracyton, Papua New Guinea","https://rowland.com/jimenez--benjamin-and-schmidt","51-200 employees","https://placekitten.com/200/200","17 job offers"
"Stewart Inc","Orthoptist, Restaurant manager, fast food, Therapist, art","New Alexa, Bolivia","https://wood.com/stewart-inc","51-200 employees","https://placekitten.com/200/200","17 job offers"
"Armstrong, Everett and Oconnor","Clinical biochemist, Retail manager","Lake Tiffany, Grenada","https://whitney-hartman.com/armstrong--everett-and-oconnor","201-500 employees","https://picsum.photos/200/200","23 job offers"
"Guzman Inc","Chartered accountant","Lake Raymond, Madagascar","https://vaughn.biz/guzman-inc","1001-5000 employees","https://dummyimage.com/200x200","6 job offers"
"Hall, Carter and Stewart","Artist, Advertising account planner","Devinshire, Kiribati","https://good.com/hall--carter-and-stewart","51-200 employees","https://dummyimage.com/200x200","38 job offers"
"Miller Group","Interior and spatial designer, Surveyor, rural practice","Joshuaview, Bhutan","https://torres.net/miller-group","201-500 employees","https://picsum.photos/200/200","0 job offers"
"Higgins Ltd","Analytical chemist, Scientist, biomedical","Brianhaven, San Marino","https://boyd-knox.info/higgins-ltd","201-500 employees","https://picsum.photos/200/200","19 job offers"
"Porter-Woods","Engineer, broadcasting (operations), Research officer, government, Personnel officer","East Brittany, Montenegro","https://hughes.com/porter-woods","5001+ employees","https://placekitten.com/200/200","38 job offers"
"Davies Group","Sales professional, IT, Psychiatric nurse","Sotoside, Indonesia","https://doyle.org/davies-group","1-10 employees","https://picsum.photos/200/200","36 job offers"
"Knight-Simpson","Water engineer, Network engineer, Chief Financial Officer","Kington, San Marino","https://white.net/knight-simpson","201-500 employees","https://dummyimage.com/200x200","13 job offers"
"Walker Group","Art gallery manager","Petersonview, Netherlands","https://schwartz.com/walker-group","5001+ employees","https://picsum.photos/200/200","25 job offers"
"Hubbard-Chavez","Futures trader","East Michellemouth, Cayman Islands","https://blake.net/hubbard-chavez","51-200 employees","https://picsum.photos/200/200","26 job offers"
"Flores, Knight and Watts","IT sales professional, Conservator, furniture","Danielstad, Turks and Caicos Islands","https://dickerson.info/flores--knight-and-watts","1001-5000 employees","https://picsum.photos/200/200","34 job offers"
"Foster-Francis","Editorial assistant, Quality manager, Barrister","New Nancy, Solomon Islands","https://elliott.com/foster-francis","1-10 employees","https://picsum.photos/200/200","33 job offers"
"Morales, Lee and Stafford","Games developer","Bairdmouth, Yemen","https://martinez-lang.com/morales--lee-and-stafford","1001-5000 employees","https://dummyimage.com/200x200","5 job offers"
"Garcia, Kennedy and Watts","Private music teacher, Cabin crew, Aid worker","Wongfurt, Guernsey","https://campbell.biz/garcia--kennedy-and-watts","5001+ employees","https://picsum.photos/200/200","5 job offers"
"Fuentes-Smith","Buyer, retail, Public house manager","Port Jeffrey, Svalbard & Jan Mayen Islands","https://fletcher.com/fuentes-smith","5001+ employees","https://placekitten.com/200/200","38 job offers"
"Martinez-Campbell","Fisheries officer","Marcberg, Tunisia","https://sutton.com/martinez-campbell","1001-5000 employees","https://dummyimage.com/200x200","5 job offers"
"Carpenter and Sons","Proofreader, Engineer, structural, Event organiser","Donaldberg, Saint Helena","https://chen.net/carpenter-and-sons","201-500 employees","https://dummyimage.com/200x200","14 job offers"
"White, Bennett and Mathis","IT sales professional","Christinachester, Cambodia","https://jones.com/white--bennett-and-mathis","11-50 employees","https://dummyimage.com/200x200","13 job offers"
"Hernandez, Rose and Hoffman","Contracting civil engineer, Materials engineer, Quantity surveyor","Lake Amandafort, Singapore","https://rivera.com/hernandez--rose-and-hoffman","1001-5000 employees","https://picsum.photos/200/200","22 job offers"
"Harris-Pena","Designer, graphic","West Jacquelineport, Sudan","https://brock-clark.biz/harris-pena","1-10 employees","https://dummyimage.com/200x200","28 job offers"
"Gomez LLC","Scientist, marine","South Melissa, Mexico","https://jones-frazier.com/gomez-llc","501-1000 employees","https://picsum.photos/200/200","11 job offers"
"Lucas, Martin and May","Educational psychologist, Commissioning editor, Fashion designer","West Felicia, Haiti","https://brown-king.com/lucas--martin-and-may","1001-5000 employees","https://placekitten.com/200/200","2 job offers"
"Riggs, Fernandez and Harris","Chief Financial Officer, Orthoptist, Risk analyst","Janiceview, Somalia","https://cardenas.com/riggs--fernandez-and-harris","501-1000 employees","https://placekitten.com/200/200","39 job offers"
"Stewart-Jacobs","video, Recycling officer, Facilities manager","Amberstad, Cuba","https://dominguez.biz/stewart-jacobs","11-50 employees","https://picsum.photos/200/200","32 job offers"
"Harris Ltd","Physiological scientist","Smithbury, Fiji","https://gardner-clark.com/harris-ltd","501-1000 employees","https://placekitten.com/200/200","39 job offers"
"Johnson Ltd","Toxicologist, Nutritional therapist","Lake Ashley, Mayotte","https://white.com/johnson-ltd","1-10 employees","https://picsum.photos/200/200","21 job offers"
"Schroeder-Schwartz","development worker, Environmental health practitioner, Manufacturing systems engineer","Port Staceyfort, Estonia","https://miller.com/schroeder-schwartz","51-200 employees","https://picsum.photos/200/200","37 job offers"
"Bowen Inc","Curator","South Brad, Anguilla","https://gardner.biz/bowen-inc","51-200 employees","https://dummyimage.com/200x200","29 job offers"
"Velazquez-Thomas","Statistician, Engineer, production, Research scientist (physical sciences)","New Reginaldview, Saint Barthelemy","https://holmes.com/velazquez-thomas","5001+ employees","https://placekitten.com/200/200","16 job offers"
"Martinez, Vaughan and Lee","display, Copy, Archaeologist","Lake Jessicashire, Monaco","https://hooper.info/martinez--vaughan-and-lee","5001+ employees","https://picsum.photos/200/200","39 job offers"
"Barton-Bryant","Dramatherapist","Sparksberg, Lebanon","https://lopez.biz/barton-bryant","1001-5000 employees","https://picsum.photos/200/200","26 job offers"
"Barnes, Sims and Simpson","Surveyor, building control, Paediatric nurse","West Jeremy, Iraq","https://ross-walker.com/barnes--sims-and-simpson","1001-5000 employees","https://dummyimage.com/200x200","14 job offers"
"Munoz LLC","Administrator, sports, Printmaker","Jeffreystad, Vietnam","https://olson.com/munoz-llc","1001-5000 employees","https://picsum.photos/200/200","8 job offers"
"Phillips, Lawrence and Hill","Investment analyst, Medical technical officer","West Anthony, Vietnam","https://duarte.com/phillips--lawrence-and-hill","1-10 employees","https://picsum.photos/200/200","32 job offers"
"Anderson and Sons","field seismologist, Conservation officer, nature","Micheleland, United Kingdom","https://mcgrath.com/anderson-and-sons","51-200 employees","https://picsum.photos/200/200","9 job offers"
"Cochran LLC","clothing, Adult guidance worker","Nicholasberg, Gabon","https://kelly.net/cochran-llc","501-1000 employees","https://picsum.photos/200/200","4 job offers"
"Benson-Jones","Trade mark attorney","Lake Vanessaberg, Kazakhstan","https://cook.com/benson-jones","1-10 employees","https://dummyimage.com/200x200","11 job offers"
"Murphy-Wood","Physiotherapist, Intelligence analyst, Translator","Santosstad, Andorra","https://parker.com/murphy-wood","11-50 employees","https://placekitten.com/200/200","37 job offers"
"Glenn, Santos and Martinez","Comptroller","Port Andrew, Argentina","https://crane-freeman.com/glenn--santos-and-martinez","5001+ employees","https://dummyimage.com/200x200","3 job offers"
"Rowland-Oliver","Personal assistant, Lexicographer","Carlosville, Puerto Rico","https://benson.com/rowland-oliver","1001-5000 employees","https://dummyimage.com/200x200","3 job offers"
"Clark-Stone","Civil engineer, consulting, Production assistant, radio, gallery exhibitions officer","Debramouth, Russian Federation","https://green-cooley.org/clark-stone","5001+ employees","https://dummyimage.com/200x200","18 job offers"
"Mullins-Taylor","Quarry manager, Bonds trader","Jordanmouth, Hong Kong","https://lewis.com/mullins-taylor","51-200 employees","https://picsum.photos/200/200","36 job offers"
"Davis-Myers","Presenter, broadcasting, Pilot, airline","South Wendytown, Marshall Islands","https://ramirez.biz/davis-myers","501-1000 employees","https://dummyimage.com/200x200","15 job offers"
"Wood, Thompson and Johnson","Make","Meganstad, Seychelles","https://floyd.com/wood--thompson-and-johnson","1001-5000 employees","https://picsum.photos/200/200","5 job offers"
"White-Sandoval","Engineer, technical sales, Scientist, water quality, Merchandiser, retail","North Kenneth, Jordan","https://anderson-vargas.com/white-sandoval","501-1000 employees","https://placekitten.com/200/200","10 job offers"
"Cooper-Davis","Nurse, children's","Deborahview, Thailand","https://warner.com/cooper-davis","501-1000 employees","https://dummyimage.com/200x200","36 job offers"
"Hernandez-Cooper","Physiological scientist","Ryanburgh, Puerto Rico","https://williams.com/hernandez-cooper","5001+ employees","https://dummyimage.com/200x200","2 job offers"
"Smith-Boyle","Mining engineer, Consulting civil engineer, Media planner","North Karen, Marshall Islands","https://anderson.com/smith-boyle","11-50 employees","https://placekitten.com/200/200","24 job offers"
"Ortega, Torres and Gonzalez","Arts development officer, product, Development worker, international aid","West Randall, Guernsey","https://stout.com/ortega--torres-and-gonzalez","51-200 employees","https://placekitten.com/200/200","22 job offers"
"Leon, Brooks and Black","Therapist, horticultural, Animator","Antonioport, Malta","https://krueger.net/leon--brooks-and-black","201-500 employees","https://picsum.photos/200/200","32 job offers"
"Nichols, Sawyer and Wright","Engineer, land, Media buyer","Transtad, Armenia","https://osborne-johnson.org/nichols--sawyer-and-wright","5001+ employees","https://placekitten.com/200/200","11 job offers"
"Martin, Austin and Yang","Geologist, engineering, Clinical cytogeneticist","East Sandra, Slovenia","https://johnson-potter.biz/martin--austin-and-yang","1001-5000 employees","https://picsum.photos/200/200","26 job offers"
"Howell, Blackwell and Bass","Magazine journalist","South Aimee, Australia","https://solis-stevens.biz/howell--blackwell-and-bass","1-10 employees","https://placekitten.com/200/200","11 job offers"
"Young-Palmer","Investment banker, corporate, Clinical molecular geneticist","Stephenton, Antigua and Barbuda","https://house.biz/young-palmer","5001+ employees","https://placekitten.com/200/200","1 job offers"
"Watson LLC","Cytogeneticist, Banker, Broadcast journalist","East Mariaport, Pitcairn Islands","https://lowery-bartlett.net/watson-llc","201-500 employees","https://picsum.photos/200/200","39 job offers"
"Clark, Evans and Walker","residential surveyor, tax inspector, Local government officer","Averyberg, Switzerland","https://hernandez.com/clark--evans-and-walker","51-200 employees","https://placekitten.com/200/200","40 job offers"
"Brown PLC","Copywriter, advertising, Barrister, gallery","South Robert, Guam","https://brown.com/brown-plc","1-10 employees","https://picsum.photos/200/200","0 job offers"
"Chase PLC","Designer, graphic, Designer, multimedia, warden","Lake Steven, Slovakia (Slovak Republic)","https://taylor-edwards.net/chase-plc","51-200 employees","https://dummyimage.com/200x200","19 job offers"
"Freeman PLC","Network engineer, Horticulturist, commercial","Delgadoborough, Anguilla","https://farrell.com/freeman-plc","51-200 employees","https://picsum.photos/200/200","37 job offers"
"Horn-Smith","residential surveyor","Kaitlinchester, San Marino","https://shelton-wilson.net/horn-smith","1001-5000 employees","https://picsum.photos/200/200","27 job offers"
"Warren, Patel and Burns","Special educational needs teacher","Port Shannonburgh, Georgia","https://nguyen-smith.com/warren--patel-and-burns","11-50 employees","https://dummyimage.com/200x200","22 job offers"
"Gonzalez, Hill and Freeman","Fish farm manager, Scientific laboratory technician, Arts development officer","Brandonland, Argentina","https://stephens.com/gonzalez--hill-and-freeman","1001-5000 employees","https://placekitten.com/200/200","30 job offers"
"Snyder, Flores and Mitchell","Hotel manager, product designer, Teacher, special educational needs","Andersenborough, Taiwan","https://salas.biz/snyder--flores-and-mitchell","11-50 employees","https://placekitten.com/200/200","33 job offers"
"Smith, Scott and Nguyen","Energy manager","Cindymouth, Spain","https://bird-vasquez.org/smith--scott-and-nguyen","11-50 employees","https://picsum.photos/200/200","36 job offers"
